time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h)
2020-10-31,65,26.1,31.6,89,4.8
2020-11-01,55,26.8,31.9,87,8.2
2020-11-02,51,27.7,32.5,79,8.3
2020-11-03,3,27.5,31.7,75,8.5
2020-11-04,51,27.0,30.9,74,8.2
2020-11-05,3,27.1,31.8,77,5.0
2020-11-06,51,27.0,31.4,78,7.2
2020-11-07,53,26.4,30.3,79,8.8
2020-11-08,63,26.2,29.7,77,9.2
2020-11-09,3,26.1,28.7,71,10.8
2020-11-10,3,25.9,28.4,69,9.6
2020-11-11,53,23.8,24.3,69,16.5
2020-11-12,63,23.2,25.5,81,10.4
2020-11-13,3,25.4,27.9,70,8.2
2020-11-14,3,24.9,26.9,66,7.3
2020-11-15,3,25.7,28.3,66,6.9
2020-11-16,3,27.4,30.7,68,7.6
2020-11-17,51,28.2,32.1,70,7.1
2020-11-18,3,29.0,33.4,69,5.5
2020-11-19,1,29.5,34.0,68,6.0
2020-11-20,51,29.5,34.1,69,6.5
2020-11-21,63,28.5,34.4,81,5.1
2020-11-22,61,27.9,33.7,82,4.2
2020-11-23,53,28.3,33.5,79,7.0
2020-11-24,3,28.3,31.9,68,8.2
2020-11-25,51,28.2,31.4,66,9.2
2020-11-26,2,28.4,31.8,65,8.5
2020-11-27,51,27.7,30.0,64,11.9
2020-11-28,3,27.5,30.1,62,7.8
2020-11-29,3,26.7,29.1,65,8.6
2020-11-30,3,26.5,28.3,63,10.0
2020-12-01,55,26.2,27.9,63,10.3
2020-12-02,51,26.8,29.5,67,7.6
2020-12-03,3,27.1,29.7,66,8.8
2020-12-04,3,25.5,26.4,58,10.7
2020-12-05,3,23.7,24.7,61,8.4
2020-12-06,3,24.3,25.6,63,8.3
2020-12-07,3,24.9,26.5,64,8.0
2020-12-08,3,26.2,28.7,65,6.7
2020-12-09,3,25.6,27.1,61,7.9
2020-12-10,3,24.9,26.6,62,5.8
2020-12-11,3,27.1,28.9,58,9.0
2020-12-12,3,28.3,31.5,63,6.6
2020-12-13,53,28.7,32.9,69,6.1
2020-12-14,63,28.0,33.6,80,4.5
2020-12-15,61,28.1,32.9,77,7.0
2020-12-16,51,28.1,32.0,72,8.8
2020-12-17,3,27.6,31.5,71,6.1
2020-12-18,51,27.2,29.9,64,7.3
2020-12-19,3,26.1,28.1,62,7.7
2020-12-20,3,24.2,25.0,60,9.1
2020-12-21,3,22.1,22.1,58,8.9
2020-12-22,3,22.7,22.4,57,10.9
2020-12-23,3,24.3,24.2,57,13.8
2020-12-24,2,26.3,27.3,60,12.2
2020-12-25,51,26.5,29.3,69,8.2
2020-12-26,51,27.3,31.0,71,6.2
2020-12-27,51,27.8,32.1,73,5.6
2020-12-28,51,27.6,32.2,75,4.4
2020-12-29,3,28.4,32.8,71,4.8
2020-12-30,3,28.5,30.2,59,12.5
2020-12-31,3,24.5,24.3,54,12.9
2021-01-01,3,22.2,22.5,59,7.6
2021-01-02,3,22.6,22.9,59,8.5
2021-01-03,3,24.2,25.1,61,8.6
2021-01-04,3,25.5,26.9,62,9.5
2021-01-05,3,26.4,28.6,63,6.5
2021-01-06,2,27.5,31.1,67,5.4
2021-01-07,3,27.4,30.4,65,6.7
2021-01-08,3,27.1,28.5,61,13.9
